Bg-Train-True,Bg-Train-Pred,Nw-min,Nw-max,Num-Nw
0.5533583,0.5553105,62835.67578125,62835.67578125,1.0
0.76127565,0.7601291,2750.818115234375,66851.6484375,12.0
0.46562856,0.46519068,7645.53857421875,75670.0078125,4.0
0.58346295,0.5837555,4244.26708984375,16585.58984375,3.0
0.38829878,0.3870691,356.0979919433594,68954.8828125,11.0
0.867095,0.8671324,49043.66796875,96949.8359375,10.0
0.38316742,0.3797923,334.7061462402344,42006.68359375,11.0
0.4613118,0.46025658,959.539306640625,959.539306640625,1.0
0.6715993,0.6697738,2356.119384765625,68954.8828125,8.0
1.2689488,1.2717683,68954.8828125,68954.8828125,1.0
0.54265726,0.5395591,3635.281982421875,8390.09375,2.0
0.5172316,0.5182643,1435.326416015625,93992.7109375,10.0
0.8555521,0.8536649,4515.52783203125,88346.296875,10.0
0.99138385,0.9875215,12167.5126953125,78050.6796875,5.0
1.4781046,1.4800375,53819.75390625,96949.8359375,8.0
1.2521787,1.2595261,73361.9453125,73361.9453125,1.0
0.9192515,0.91433465,6967.056640625,75670.0078125,11.0
1.0255387,1.0232705,10421.66796875,78050.6796875,9.0
0.8808067,0.883286,6155.13623046875,96949.8359375,10.0
1.4035057,1.4039984,34881.9609375,71124.2890625,8.0
1.2803206,1.2844762,30816.919921875,85651.5859375,3.0
1.2021459,1.1947527,28082.158203125,64812.5625,2.0
0.9579846,0.94897145,19364.01953125,46097.47265625,2.0
0.8135476,0.8064921,6754.5498046875,29876.955078125,2.0
0.43906635,0.436499,314.599365234375,78050.6796875,10.0
1.1794004,1.1755278,19364.01953125,71124.2890625,12.0
0.7341013,0.7325901,3312.67919921875,85651.5859375,10.0
0.6142311,0.6087945,2018.0538330078125,52178.1640625,4.0
0.42380998,0.42266667,703.936767578125,16079.703125,4.0
0.833436,0.8312798,7645.53857421875,91125.78125,6.0
0.47689372,0.4774651,1191.8818359375,75670.0078125,10.0
0.50298345,0.50398046,821.8606567382812,80506.25,4.0
0.77977157,0.7803885,19973.236328125,31786.458984375,3.0
0.45753908,0.4555143,1155.5274658203125,83039.078125,8.0
0.46713248,0.47794992,91125.78125,91125.78125,1.0
1.2968088,1.2952652,78050.6796875,78050.6796875,1.0
0.7500125,0.7518163,4515.52783203125,11436.57421875,2.0
0.67409086,0.6700794,12945.166015625,12945.166015625,1.0
0.42724648,0.42415786,1575.1046142578125,1575.1046142578125,1.0
1.4254339,1.4232574,60919.08203125,71124.2890625,4.0
0.99041474,0.9819646,7645.53857421875,78050.6796875,9.0
1.148999,1.1429749,14652.7548828125,80506.25,9.0
0.72423977,0.72224224,4244.26708984375,93992.7109375,10.0
1.3236649,1.324388,28965.658203125,93992.7109375,5.0
0.7577286,0.75286686,7412.3369140625,7412.3369140625,1.0
0.9416798,0.940426,8654.056640625,93992.7109375,10.0
0.8667769,0.858608,6967.056640625,47547.7578125,9.0
0.9769784,0.97750497,11436.57421875,75670.0078125,10.0
0.49452615,0.49203926,847.7174682617188,43328.265625,12.0
0.43420386,0.43216655,1728.4951171875,66851.6484375,7.0
1.0622101,1.0494217,11796.3837890625,11796.3837890625,1.0
1.249047,1.245932,29876.955078125,96949.8359375,9.0
0.45934427,0.46209535,602.9329833984375,71124.2890625,5.0
0.9537657,0.9557171,7186.24853515625,93992.7109375,11.0
0.5948185,0.5934401,7886.07666015625,35979.390625,7.0
1.2712113,1.2863145,27225.607421875,96949.8359375,7.0
0.51119745,0.51157904,1052.9833984375,78050.6796875,10.0
0.42127645,0.4182984,277.9368896484375,73361.9453125,11.0
0.7712369,0.7658197,4804.12548828125,34881.9609375,7.0
0.8516388,0.85124815,4804.12548828125,75670.0078125,9.0
1.1439908,1.1432745,19364.01953125,35979.390625,2.0
0.44297168,0.44152927,403.0706481933594,68954.8828125,12.0
0.7187073,0.7113625,2750.818115234375,80506.25,7.0
0.84493124,0.8452379,4377.796875,88346.296875,11.0
0.599391,0.59361374,1268.0577392578125,68954.8828125,11.0
0.8765004,0.87022084,4955.26953125,57259.49609375,9.0
0.37391645,0.3718136,334.7061462402344,96949.8359375,5.0
1.2359232,1.2309282,17645.61328125,91125.78125,10.0
0.6875398,0.6862498,5271.97216796875,83039.078125,6.0
0.77314746,0.7625247,3416.900146484375,35979.390625,6.0
1.1211367,1.1090271,12550.3173828125,50586.64453125,3.0
0.9156029,0.9111583,43328.265625,43328.265625,1.0
0.5030488,0.5012133,821.8606567382812,6348.78466796875,4.0
1.2975407,1.2926579,30816.919921875,78050.6796875,5.0
0.54073477,0.5393208,1155.5274658203125,93992.7109375,5.0
1.1287775,1.1217672,12945.166015625,85651.5859375,11.0
0.7766099,0.7766205,4804.12548828125,53819.75390625,8.0
0.5349437,0.5324304,2081.544189453125,42006.68359375,11.0
1.5064238,1.5482435,55512.98828125,91125.78125,2.0
0.8633308,0.859994,6548.52490234375,88346.296875,10.0
0.6926149,0.6934845,2284.25390625,15113.7490234375,2.0
0.44189113,0.44051108,726.0834350585938,38278.91796875,5.0
0.9681386,0.9646813,50586.64453125,50586.64453125,1.0
0.75734496,0.7566912,3113.677001953125,21249.771484375,8.0
1.5325644,1.5344272,66851.6484375,73361.9453125,2.0
0.8168688,0.8168874,8926.32421875,16585.58984375,2.0
0.60022235,0.5998466,12167.5126953125,78050.6796875,4.0
0.43377167,0.43533635,901.8970336914062,26395.181640625,5.0
0.9400717,0.9347687,14205.822265625,71124.2890625,4.0
0.9370362,0.9364532,6754.5498046875,47547.7578125,10.0
0.9569556,0.9538705,28082.158203125,28082.158203125,1.0
0.8926337,0.88897765,6155.13623046875,68954.8828125,10.0
0.46007916,0.45815083,1191.8818359375,53819.75390625,8.0
1.2106171,1.2057192,24052.81640625,96949.8359375,9.0
0.9369208,0.9369891,25590.0859375,25590.0859375,1.0
0.42701948,0.4259567,1155.5274658203125,59060.953125,4.0
1.2069452,1.2028695,16585.58984375,66851.6484375,11.0
0.9865277,0.979642,40725.41015625,40725.41015625,1.0
0.99671805,0.993886,68954.8828125,93992.7109375,4.0
0.54839414,0.54430115,1480.4835205078125,85651.5859375,3.0
1.2275411,1.223981,19973.236328125,73361.9453125,3.0
0.5170062,0.51404107,2750.818115234375,78050.6796875,6.0
0.86027163,0.856307,4804.12548828125,53819.75390625,6.0
0.5257488,0.5281496,772.4891357421875,31786.458984375,4.0
0.89095455,0.8856047,5437.8349609375,93992.7109375,10.0
0.59482694,0.5956756,1120.281982421875,15589.24609375,4.0
1.1375699,1.1342976,16585.58984375,88346.296875,5.0
0.4855793,0.48594153,661.6492309570312,16079.703125,7.0
1.0926878,1.0856833,24052.81640625,96949.8359375,10.0
0.83175313,0.82904327,4114.81005859375,88346.296875,7.0
1.4287062,1.4324849,71124.2890625,96949.8359375,3.0
1.3473991,1.3408642,28965.658203125,96949.8359375,9.0
1.0334268,1.0278294,17645.61328125,37111.34765625,2.0
0.6913282,0.6926221,13352.4375,59060.953125,6.0
0.90525156,0.9018402,26395.181640625,71124.2890625,2.0
0.76287246,0.7610254,4955.26953125,66851.6484375,5.0
1.0344951,1.0348561,21918.31640625,24809.546875,2.0
1.1695762,1.1667701,21249.771484375,93992.7109375,11.0
1.1237622,1.1209513,53819.75390625,88346.296875,9.0
0.9952372,0.9948434,7886.07666015625,73361.9453125,10.0
0.8417267,0.8389609,4657.591796875,73361.9453125,11.0
0.5288178,0.5263642,1229.3798828125,21249.771484375,3.0
1.0308907,1.0267138,53819.75390625,93992.7109375,5.0
1.0191207,1.0146576,18773.384765625,18773.384765625,1.0
0.99229676,0.9913682,12550.3173828125,64812.5625,2.0
0.79187095,0.7909437,3312.67919921875,27225.607421875,4.0
1.2235057,1.2181606,21918.31640625,66851.6484375,8.0
0.8631604,0.8619304,5785.37939453125,91125.78125,11.0
0.9482068,0.94397306,6548.52490234375,59060.953125,5.0
0.6750734,0.67336804,2214.58056640625,53819.75390625,7.0
0.73329175,0.7335626,2750.818115234375,80506.25,11.0
1.4005828,1.3971494,55512.98828125,88346.296875,10.0
0.8024773,0.80204016,5271.97216796875,37111.34765625,7.0
1.272227,1.266035,25590.0859375,73361.9453125,7.0
0.5182395,0.51585466,1391.546630859375,29876.955078125,6.0
1.4189646,1.4192735,30816.919921875,85651.5859375,6.0
1.0225546,1.0132499,14205.822265625,80506.25,6.0
0.8009504,0.80338985,3635.281982421875,66851.6484375,6.0
0.8049647,0.80570114,4114.81005859375,38278.91796875,12.0
0.87019736,0.8651799,4955.26953125,64812.5625,8.0
0.46981084,0.46890733,602.9329833984375,27225.607421875,5.0
0.9798296,0.9749067,10103.7900390625,55512.98828125,4.0
0.36396712,0.36451772,174.6435089111328,62835.67578125,7.0
1.4397317,1.4350314,40725.41015625,88346.296875,4.0
0.92463166,0.9187071,7645.53857421875,66851.6484375,7.0
0.88177377,0.87650543,38278.91796875,80506.25,6.0
0.72330415,0.71922195,4657.591796875,21918.31640625,5.0
1.4049872,1.4046148,37111.34765625,75670.0078125,5.0
0.49845546,0.49780697,532.6689453125,29876.955078125,8.0
0.46048653,0.46095636,59060.953125,59060.953125,1.0
1.404214,1.4038236,31786.458984375,96949.8359375,11.0
1.2047038,1.2095141,18200.767578125,73361.9453125,9.0
0.91010886,0.9207777,5437.8349609375,57259.49609375,2.0
0.4950925,0.49846548,1191.8818359375,57259.49609375,11.0
0.3635118,0.3659122,334.7061462402344,21249.771484375,11.0
0.48881197,0.4894578,602.9329833984375,93992.7109375,5.0
1.0760622,1.0714881,11087.740234375,85651.5859375,11.0
1.0343933,1.0366757,15589.24609375,68954.8828125,5.0
0.9656377,0.9703119,8654.056640625,78050.6796875,10.0
